sp,site,median.coeff,ind95,ind80,cont,rls,mass,class,guild,sitesp,nyears,ActivityCycle,AdultBodyMass_g,DietBreadth,LitterSize,TrophicLevel,GR_Area_km2,Category,T75_Loss_SampleArea_Ha,T75_Loss_SampleArea_Pct,T75_Loss_SampleArea_Ha_Round,T75_Loss_SampleArea_Pct_Round,T75_Loss_ZOI_Ha,T75_Loss_ZOI_Pct,T75_Loss_ZOI_Ha_Round,T75_Loss_ZOI_Pct_Round,protection,poaching
Priodontes maximus,COU,-0.116403594,stable,stable,LA,VU,45360,MAMMALIA,Insectivore,Priodontes maximus.Cocha Cashu - Manu National Park,3,1,40641.89,2,1.5,3,10006526.45,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,1,1
Priodontes maximus,YAS,0.270712205,stable,stable,LA,VU,45360,MAMMALIA,Insectivore,Priodontes maximus.Yasuni,3,1,40641.89,2,1.5,3,10006526.45,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,3,4
Prionailurus bengalensis,BBS,0.209323339,stable,stable,AS,LC,3300,MAMMALIA,Carnivore,Prionailurus bengalensis.Bukit Barisan,4,1,2780.97,1,2.5,3,10201747.8,II,401.804668,2.033837674,402,2.03,18940.86683,5.129292085,18941,5.13,2,3
Prionailurus bengalensis,NAK,0.053610732,stable,stable,AS,LC,3300,MAMMALIA,Carnivore,Prionailurus bengalensis.Nam Kading,4,1,2780.97,1,2.5,3,10201747.8,III,30.30208567,0.137295898,30,0.14,85641.82747,9.830994328,85642,9.83,2,5
Prionailurus bengalensis,PSH,0.224687848,stable,stable,AS,LC,3300,MAMMALIA,Carnivore,Prionailurus bengalensis.Pasoh Forest Reserve,3,1,2780.97,1,2.5,3,10201747.8,III,8048.884992,34.46749471,8049,34.47,82326.99625,37.92810111,82327,37.93,3,4
Prionailurus planiceps,PSH,0.658483545,stable,stable,AS,EN,3533,MAMMALIA,Omnivore,Prionailurus planiceps.Pasoh Forest Reserve,3,1,3533.76,2,NA,2,1100389.34,III,8048.884992,34.46749471,8049,34.47,82326.99625,37.92810111,82327,37.93,3,4
Prionodon linsang,BBS,-0.137454567,stable,stable,AS,LC,700,MAMMALIA,Carnivore,Prionodon linsang.Bukit Barisan,4,1,684.83,6,2.3,2,1202013.54,II,401.804668,2.033837674,402,2.03,18940.86683,5.129292085,18941,5.13,2,3
Prionodon linsang,PSH,-0.313325238,stable,stable,AS,LC,700,MAMMALIA,Carnivore,Prionodon linsang.Pasoh Forest Reserve,3,1,684.83,6,2.3,2,1202013.54,III,8048.884992,34.46749471,8049,34.47,82326.99625,37.92810111,82327,37.93,3,4
Procyon cancrivorus,BCI,0.058914858,stable,stable,LA,LC,6950,MAMMALIA,Carnivore,Procyon cancrivorus.Barro Colorado Nature Monument - Soberania National Park,4,1,6931.72,6,2.62,2,12829315.4,II/III,88.16360246,0.470960021,88,0.47,8506.658034,2.953168688,8507,2.95,2,3.5
Procyon cancrivorus,CSN,1.13E-16,stable,stable,LA,LC,6950,MAMMALIA,Carnivore,Procyon cancrivorus.Central Suriname Nature Reserve,5,1,6931.72,6,2.62,2,12829315.4,I,18.10520304,0.08154814,18,0.08,459.6538584,0.091397385,460,0.09,3,5
Procyon cancrivorus,COU,0.493596942,stable,stable,LA,LC,6950,MAMMALIA,Carnivore,Procyon cancrivorus.Cocha Cashu - Manu National Park,3,1,6931.72,6,2.62,2,12829315.4,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,1,1
Procyon cancrivorus,YAN,-0.843476913,stable,stable,LA,LC,6950,MAMMALIA,Carnivore,Procyon cancrivorus.Yanachaga Chimillͩn National Park,3,1,6931.72,6,2.62,2,12829315.4,I,9.406312988,0.055820581,9,0.06,11504.1431,3.502176894,11504,3.5,1,1
Procyon cancrivorus,YAS,0.224687848,stable,stable,LA,LC,6950,MAMMALIA,Carnivore,Procyon cancrivorus.Yasuni,3,1,6931.72,6,2.62,2,12829315.4,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,3,4
Procyon lotor,VB,0.084425988,stable,stable,LA,LC,5525,MAMMALIA,Omnivore,Procyon lotor.Volc͍n Barva,7,2,6373.72,6,3.06,2,11703644.72,III,35.26820071,0.17330165,35,0.17,21659.47616,3.772207119,21659,3.77,2,3.5
Proechimys brevicauda,COU,1.553402935,stable,stable,LA,LC,285,MAMMALIA,Omnivore,Proechimys brevicauda.Cocha Cashu - Manu National Park,3,1,284.99,4,NA,2,1197226.52,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,1,1
Proechimys cuvieri,CSN,0.953299138,increasing,increasing,LA,LC,330,MAMMALIA,Omnivore,Proechimys cuvieri.Central Suriname Nature Reserve,5,1,339.85,4,NA,2,2411712.57,I,18.10520304,0.08154814,18,0.08,459.6538584,0.091397385,460,0.09,3,5
Proechimys guyannensis,CSN,0.672514764,increasing,increasing,LA,LC,225,MAMMALIA,Omnivore,Proechimys guyannensis.Central Suriname Nature Reserve,5,1,314.03,3,2.16,1,3070982.77,I,18.10520304,0.08154814,18,0.08,459.6538584,0.091397385,460,0.09,3,5
Proechimys semispinosus,BCI,-0.407905749,decreasing,decreasing,LA,LC,361,MAMMALIA,Omnivore,Proechimys semispinosus.Barro Colorado Nature Monument - Soberania National Park,4,1,353.32,4,2.84,2,211449.22,II/III,88.16360246,0.470960021,88,0.47,8506.658034,2.953168688,8507,2.95,2,3.5
Proechimys semispinosus,VB,-0.418821637,stable,decreasing,LA,LC,361,MAMMALIA,Omnivore,Proechimys semispinosus.Volc͍n Barva,7,1,353.32,4,2.84,2,211449.22,III,35.26820071,0.17330165,35,0.17,21659.47616,3.772207119,21659,3.77,2,3.5
Protoxerus stangeri,NNN,0.013393269,stable,stable,AF,LC,592,MAMMALIA,Herbivore,Protoxerus stangeri.Nouabalͩ Ndoki,4,3,630.43,2,1.47,1,3688592.61,I,16.24050489,0.073698374,16,0.07,276.1743544,0.120274931,276,0.12,2,1
Psophia crepitans,CSN,-0.052019748,stable,stable,LA,LC,1300,AVES,Omnivore,Psophia crepitans.Central Suriname Nature Reserve,5,NA,NA,NA,NA,NA,NA,I,18.10520304,0.08154814,18,0.08,459.6538584,0.091397385,460,0.09,3,5
Psophia crepitans,MAN,-1.628109302,stable,stable,LA,LC,1300,AVES,Omnivore,Psophia crepitans.Manaus,2,NA,NA,NA,NA,NA,NA,II,20.34772221,0.062223552,20,0.06,17285.26535,2.008703657,17285,2.01,3,2
Psophia crepitans,YAS,0.069720358,stable,stable,LA,LC,1300,AVES,Omnivore,Psophia crepitans.Yasuni,3,NA,NA,NA,NA,NA,NA,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,3,4
Psophia leucoptera,COU,0.075039098,stable,stable,LA,LC,1250,AVES,Omnivore,Psophia leucoptera.Cocha Cashu - Manu National Park,3,NA,NA,NA,NA,NA,NA,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,1,1
Psophia viridis,CAX,0.036910008,stable,stable,LA,EN,1100,AVES,Omnivore,Psophia viridis.Caxiuanͣ,3,NA,NA,NA,NA,NA,NA,I,23.70175611,0.106911536,24,0.11,1329.915313,0.464138634,1330,0.46,1,2
Pteronura brasiliensis,COU,4.58E-16,stable,stable,LA,EN,24000,MAMMALIA,Carnivore,Pteronura brasiliensis.Cocha Cashu - Manu National Park,3,3,26000,1,2.12,3,8075624.21,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,1,1
Puma concolor,CAX,0.382603735,stable,stable,LA,LC,51600,MAMMALIA,Carnivore,Puma concolor.Caxiuanͣ,3,2,53954.05,1,2.76,3,22350859.07,I,23.70175611,0.106911536,24,0.11,1329.915313,0.464138634,1330,0.46,1,2
Puma concolor,CSN,-0.132023368,stable,stable,LA,LC,51600,MAMMALIA,Carnivore,Puma concolor.Central Suriname Nature Reserve,5,2,53954.05,1,2.76,3,22350859.07,I,18.10520304,0.08154814,18,0.08,459.6538584,0.091397385,460,0.09,3,5
Puma concolor,COU,-0.205082353,stable,stable,LA,LC,51600,MAMMALIA,Carnivore,Puma concolor.Cocha Cashu - Manu National Park,3,2,53954.05,1,2.76,3,22350859.07,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,1,1
Puma concolor,MAN,0.7282385,stable,stable,LA,LC,51600,MAMMALIA,Carnivore,Puma concolor.Manaus,2,2,53954.05,1,2.76,3,22350859.07,II,20.34772221,0.062223552,20,0.06,17285.26535,2.008703657,17285,2.01,3,2
Puma concolor,VB,0.053282019,stable,stable,LA,LC,51600,MAMMALIA,Carnivore,Puma concolor.Volc͍n Barva,7,2,53954.05,1,2.76,3,22350859.07,III,35.26820071,0.17330165,35,0.17,21659.47616,3.772207119,21659,3.77,2,3.5
Puma concolor,YAN,-0.270712205,stable,stable,LA,LC,51600,MAMMALIA,Carnivore,Puma concolor.Yanachaga Chimillͩn National Park,3,2,53954.05,1,2.76,3,22350859.07,I,9.406312988,0.055820581,9,0.06,11504.1431,3.502176894,11504,3.5,1,1
Puma concolor,YAS,0.31991027,stable,stable,LA,LC,51600,MAMMALIA,Carnivore,Puma concolor.Yasuni,3,2,53954.05,1,2.76,3,22350859.07,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,3,4
Puma yagouaroundi,BCI,0.178089533,stable,stable,LA,LC,8400,MAMMALIA,Carnivore,Puma yagouaroundi.Barro Colorado Nature Monument - Soberania National Park,4,2,6875,3,2.5,2,15093388.56,II/III,88.16360246,0.470960021,88,0.47,8506.658034,2.953168688,8507,2.95,2,3.5
Puma yagouaroundi,CAX,1.259075163,stable,increasing,LA,LC,8400,MAMMALIA,Carnivore,Puma yagouaroundi.Caxiuanͣ,3,2,6875,3,2.5,2,15093388.56,I,23.70175611,0.106911536,24,0.11,1329.915313,0.464138634,1330,0.46,1,2
Puma yagouaroundi,CSN,9.52E-15,stable,stable,LA,LC,8400,MAMMALIA,Carnivore,Puma yagouaroundi.Central Suriname Nature Reserve,5,2,6875,3,2.5,2,15093388.56,I,18.10520304,0.08154814,18,0.08,459.6538584,0.091397385,460,0.09,3,5
Puma yagouaroundi,COU,-0.843476913,stable,stable,LA,LC,8400,MAMMALIA,Carnivore,Puma yagouaroundi.Cocha Cashu - Manu National Park,3,2,6875,3,2.5,2,15093388.56,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,1,1
Puma yagouaroundi,MAN,23.44152321,stable,increasing,LA,LC,8400,MAMMALIA,Carnivore,Puma yagouaroundi.Manaus,2,2,6875,3,2.5,2,15093388.56,II,20.34772221,0.062223552,20,0.06,17285.26535,2.008703657,17285,2.01,3,2
Puma yagouaroundi,VB,-0.127893513,stable,stable,LA,LC,8400,MAMMALIA,Carnivore,Puma yagouaroundi.Volc͍n Barva,7,2,6875,3,2.5,2,15093388.56,III,35.26820071,0.17330165,35,0.17,21659.47616,3.772207119,21659,3.77,2,3.5
Puma yagouaroundi,YAN,-0.197384734,stable,stable,LA,LC,8400,MAMMALIA,Carnivore,Puma yagouaroundi.Yanachaga Chimillͩn National Park,3,2,6875,3,2.5,2,15093388.56,I,9.406312988,0.055820581,9,0.06,11504.1431,3.502176894,11504,3.5,1,1
Puma yagouaroundi,YAS,-0.42310901,stable,stable,LA,LC,8400,MAMMALIA,Carnivore,Puma yagouaroundi.Yasuni,3,2,6875,3,2.5,2,15093388.56,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,3,4
Rattus rattus,RNF,0.778747931,increasing,increasing,AF,LC,280,MAMMALIA,Omnivore,Rattus rattus.Ranomafana,3,NA,142.68,5,5.88,2,NA,III,49.44455469,0.352613898,49,0.35,6935.974391,7.854582763,6936,7.85,2,3
Rhinosciurus laticaudatus,PSH,3.70E-16,stable,stable,AS,NT,221,MAMMALIA,Herbivore,Rhinosciurus laticaudatus.Pasoh Forest Reserve,3,NA,230.3,3,1.39,2,880578.73,III,8048.884992,34.46749471,8049,34.47,82326.99625,37.92810111,82327,37.93,3,4
Rhizomys sumatrensis,PSH,-1.547129579,stable,decreasing,AS,LC,250,MAMMALIA,Herbivore,Rhizomys sumatrensis.Pasoh Forest Reserve,3,NA,2500,NA,4,NA,1503754.2,III,8048.884992,34.46749471,8049,34.47,82326.99625,37.92810111,82327,37.93,3,4
Rhynchocyon cirnei,UDZ,-0.361988905,stable,decreasing,AF,NT,490,MAMMALIA,Insectivore,Rhynchocyon cirnei.Udzungwa,5,3,424.92,1,1.93,3,1862288.18,II,134.345486,1.408179054,134,1.41,21094.56073,9.92314925,21095,9.92,1,3
Rhynchocyon udzungwensis,UDZ,-0.038313587,stable,stable,AF,VU,750,MAMMALIA,Insectivore,Rhynchocyon udzungwensis.Udzungwa,5,NA,NA,NA,NA,NA,NA,II,134.345486,1.408179054,134,1.41,21094.56073,9.92314925,21095,9.92,1,3
Rollulus rouloul,BBS,0.881323236,increasing,increasing,AS,NT,217,AVES,Omnivore,Rollulus rouloul.Bukit Barisan,4,NA,NA,NA,NA,NA,NA,II,401.804668,2.033837674,402,2.03,18940.86683,5.129292085,18941,5.13,2,3
Rusa unicolor,BBS,-0.481784309,decreasing,decreasing,AS,VU,211620,MAMMALIA,Herbivore,Rusa unicolor.Bukit Barisan,4,2,177522.9,3,1,1,7050571.04,II,401.804668,2.033837674,402,2.03,18940.86683,5.129292085,18941,5.13,2,3
Rusa unicolor,PSH,1.031318468,increasing,increasing,AS,VU,211620,MAMMALIA,Herbivore,Rusa unicolor.Pasoh Forest Reserve,3,2,177522.9,3,1,1,7050571.04,III,8048.884992,34.46749471,8049,34.47,82326.99625,37.92810111,82327,37.93,3,4
Sciurus granatensis,BCI,0.06565712,stable,stable,LA,LC,250,MAMMALIA,Herbivore,Sciurus granatensis.Barro Colorado Nature Monument - Soberania National Park,4,3,318.44,6,1.9,2,843476.46,II/III,88.16360246,0.470960021,88,0.47,8506.658034,2.953168688,8507,2.95,2,3.5
Sciurus granatensis,VB,-0.102068061,stable,stable,LA,LC,250,MAMMALIA,Herbivore,Sciurus granatensis.Volc͍n Barva,7,3,318.44,6,1.9,2,843476.46,III,35.26820071,0.17330165,35,0.17,21659.47616,3.772207119,21659,3.77,2,3.5
Sciurus ignitus,COU,-0.201740051,stable,stable,LA,DD,190,MAMMALIA,Herbivore,Sciurus ignitus.Cocha Cashu - Manu National Park,3,3,190,3,NA,2,1594152.72,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,1,1
Sciurus igniventris,COU,0.658483545,stable,stable,LA,LC,700,MAMMALIA,Herbivore,Sciurus igniventris.Cocha Cashu - Manu National Park,3,3,700,2,NA,1,2245835.89,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,1,1
Sciurus igniventris,YAS,-0.370996368,stable,stable,LA,LC,700,MAMMALIA,Herbivore,Sciurus igniventris.Yasuni,3,3,700,2,NA,1,2245835.89,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,3,4
Sciurus spadiceus,COU,2.235416945,increasing,increasing,LA,LC,403,MAMMALIA,Herbivore,Sciurus spadiceus.Cocha Cashu - Manu National Park,3,3,403.32,2,NA,1,2693893.11,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,1,1
Sciurus spadiceus,YAN,1.093706252,increasing,increasing,LA,LC,403,MAMMALIA,Herbivore,Sciurus spadiceus.Yanachaga Chimillͩn National Park,3,3,403.32,2,NA,1,2693893.11,I,9.406312988,0.055820581,9,0.06,11504.1431,3.502176894,11504,3.5,1,1
Setifer setosus,RNF,1.583223252,increasing,increasing,AF,LC,213,MAMMALIA,Insectivore,Setifer setosus.Ranomafana,3,1,263.22,2,3.24,2,261594.46,III,49.44455469,0.352613898,49,0.35,6935.974391,7.854582763,6936,7.85,2,3
Smutsia gigantea,NNN,0.434412267,stable,increasing,AF,NT,12500,MAMMALIA,Insectivore,Smutsia gigantea.Nouabalͩ Ndoki,4,NA,NA,NA,NA,NA,NA,I,16.24050489,0.073698374,16,0.07,276.1743544,0.120274931,276,0.12,2,1
Speothos venaticus,CSN,0.170430354,stable,stable,LA,NT,6000,MAMMALIA,Carnivore,Speothos venaticus.Central Suriname Nature Reserve,5,3,6324.54,1,3.8,3,9703966.13,I,18.10520304,0.08154814,18,0.08,459.6538584,0.091397385,460,0.09,3,5
Speothos venaticus,YAS,1.93E-16,stable,stable,LA,NT,6000,MAMMALIA,Carnivore,Speothos venaticus.Yasuni,3,3,6324.54,1,3.8,3,9703966.13,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,3,4
Sundasciurus hippurus,PSH,-0.658483545,stable,stable,AS,NT,500,MAMMALIA,Herbivore,Sundasciurus hippurus.Pasoh Forest Reserve,3,NA,357.79,5,NA,2,1193705.93,III,8048.884992,34.46749471,8049,34.47,82326.99625,37.92810111,82327,37.93,3,4
Sus scrofa,BBS,-0.281452291,stable,decreasing,AS,LC,117286,MAMMALIA,Omnivore,Sus scrofa.Bukit Barisan,4,2,84471.54,5,4.52,2,25951693.02,II,401.804668,2.033837674,402,2.03,18940.86683,5.129292085,18941,5.13,2,3
Sus scrofa,NAK,0.239500006,increasing,increasing,AS,LC,117286,MAMMALIA,Omnivore,Sus scrofa.Nam Kading,4,2,84471.54,5,4.52,2,25951693.02,III,30.30208567,0.137295898,30,0.14,85641.82747,9.830994328,85642,9.83,2,5
Sus scrofa,PSH,0.507982603,increasing,increasing,AS,LC,117286,MAMMALIA,Omnivore,Sus scrofa.Pasoh Forest Reserve,3,2,84471.54,5,4.52,2,25951693.02,III,8048.884992,34.46749471,8049,34.47,82326.99625,37.92810111,82327,37.93,3,4
Sylvilagus brasiliensis,BCI,0,stable,stable,LA,LC,950,MAMMALIA,Herbivore,Sylvilagus brasiliensis.Barro Colorado Nature Monument - Soberania National Park,4,2,986.74,1,1.9,1,10234916.71,II/III,88.16360246,0.470960021,88,0.47,8506.658034,2.953168688,8507,2.95,2,3.5
Sylvilagus brasiliensis,COU,-0.261366506,stable,stable,LA,LC,950,MAMMALIA,Herbivore,Sylvilagus brasiliensis.Cocha Cashu - Manu National Park,3,2,986.74,1,1.9,1,10234916.71,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,1,1
Sylvilagus brasiliensis,YAS,-0.313325238,stable,stable,LA,LC,950,MAMMALIA,Herbivore,Sylvilagus brasiliensis.Yasuni,3,2,986.74,1,1.9,1,10234916.71,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,3,4
Syncerus caffer,NNN,-0.794824182,stable,stable,AF,LC,580003,MAMMALIA,Herbivore,Syncerus caffer.Nouabalͩ Ndoki,4,2,592665.98,1,1.08,1,11706834.65,I,16.24050489,0.073698374,16,0.07,276.1743544,0.120274931,276,0.12,2,1
Syncerus caffer,UDZ,0.059184313,stable,stable,AF,LC,580003,MAMMALIA,Herbivore,Syncerus caffer.Udzungwa,5,2,592665.98,1,1.08,1,11706834.65,II,134.345486,1.408179054,134,1.41,21094.56073,9.92314925,21095,9.92,1,3
Tamandua mexicana,BCI,-0.222893596,stable,stable,LA,LC,4210,MAMMALIA,Insectivore,Tamandua mexicana.Barro Colorado Nature Monument - Soberania National Park,4,2,4178.51,1,NA,3,1290178.01,II/III,88.16360246,0.470960021,88,0.47,8506.658034,2.953168688,8507,2.95,2,3.5
Tamandua mexicana,VB,-0.11003225,stable,stable,LA,LC,4210,MAMMALIA,Insectivore,Tamandua mexicana.Volc͍n Barva,7,2,4178.51,1,NA,3,1290178.01,III,35.26820071,0.17330165,35,0.17,21659.47616,3.772207119,21659,3.77,2,3.5
Tamandua tetradactyla,CAX,-1.78E-17,stable,stable,LA,LC,5515,MAMMALIA,Insectivore,Tamandua tetradactyla.Caxiuanͣ,3,2,4800,1,1,3,12531429.9,I,23.70175611,0.106911536,24,0.11,1329.915313,0.464138634,1330,0.46,1,2
Tamandua tetradactyla,CSN,-0.335931403,stable,stable,LA,LC,5515,MAMMALIA,Insectivore,Tamandua tetradactyla.Central Suriname Nature Reserve,5,2,4800,1,1,3,12531429.9,I,18.10520304,0.08154814,18,0.08,459.6538584,0.091397385,460,0.09,3,5
Tamandua tetradactyla,COU,0.224687848,stable,stable,LA,LC,5515,MAMMALIA,Insectivore,Tamandua tetradactyla.Cocha Cashu - Manu National Park,3,2,4800,1,1,3,12531429.9,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,1,1
Tamandua tetradactyla,MAN,-1.133098465,stable,decreasing,LA,LC,5515,MAMMALIA,Insectivore,Tamandua tetradactyla.Manaus,2,2,4800,1,1,3,12531429.9,II,20.34772221,0.062223552,20,0.06,17285.26535,2.008703657,17285,2.01,3,2
Tamandua tetradactyla,YAN,1.090137979,increasing,increasing,LA,LC,5515,MAMMALIA,Insectivore,Tamandua tetradactyla.Yanachaga Chimillͩn National Park,3,2,4800,1,1,3,12531429.9,I,9.406312988,0.055820581,9,0.06,11504.1431,3.502176894,11504,3.5,1,1
Tamandua tetradactyla,YAS,-0.124645337,stable,stable,LA,LC,5515,MAMMALIA,Insectivore,Tamandua tetradactyla.Yasuni,3,2,4800,1,1,3,12531429.9,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,3,4
Tapirus bairdii,BCI,0.178089533,stable,stable,LA,EN,225000,MAMMALIA,Herbivore,Tapirus bairdii.Barro Colorado Nature Monument - Soberania National Park,4,2,293781.59,4,1,1,188831.76,II/III,88.16360246,0.470960021,88,0.47,8506.658034,2.953168688,8507,2.95,2,3.5
Tapirus bairdii,VB,-0.055970334,stable,stable,LA,EN,225000,MAMMALIA,Herbivore,Tapirus bairdii.Volc͍n Barva,7,2,293781.59,4,1,1,188831.76,III,35.26820071,0.17330165,35,0.17,21659.47616,3.772207119,21659,3.77,2,3.5
Tapirus indicus,BBS,0.052947397,stable,stable,AS,EN,296250,MAMMALIA,Herbivore,Tapirus indicus.Bukit Barisan,4,1,311209.19,3,1,1,794777.96,II,401.804668,2.033837674,402,2.03,18940.86683,5.129292085,18941,5.13,2,3
Tapirus indicus,PSH,0.900681287,increasing,increasing,AS,EN,296250,MAMMALIA,Herbivore,Tapirus indicus.Pasoh Forest Reserve,3,1,311209.19,3,1,1,794777.96,III,8048.884992,34.46749471,8049,34.47,82326.99625,37.92810111,82327,37.93,3,4
Tapirus terrestris,CAX,0.187342439,stable,stable,LA,VU,207501,MAMMALIA,Herbivore,Tapirus terrestris.Caxiuanͣ,3,2,169496.64,5,1,2,13663839.27,I,23.70175611,0.106911536,24,0.11,1329.915313,0.464138634,1330,0.46,1,2
Tapirus terrestris,CSN,-0.046813234,stable,stable,LA,VU,207501,MAMMALIA,Herbivore,Tapirus terrestris.Central Suriname Nature Reserve,5,2,169496.64,5,1,2,13663839.27,I,18.10520304,0.08154814,18,0.08,459.6538584,0.091397385,460,0.09,3,5
Tapirus terrestris,COU,0.440825551,increasing,increasing,LA,VU,207501,MAMMALIA,Herbivore,Tapirus terrestris.Cocha Cashu - Manu National Park,3,2,169496.64,5,1,2,13663839.27,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,1,1
Tapirus terrestris,MAN,0.066691374,stable,stable,LA,VU,207501,MAMMALIA,Herbivore,Tapirus terrestris.Manaus,2,2,169496.64,5,1,2,13663839.27,II,20.34772221,0.062223552,20,0.06,17285.26535,2.008703657,17285,2.01,3,2
Tapirus terrestris,YAN,3.44E-16,stable,stable,LA,VU,207501,MAMMALIA,Herbivore,Tapirus terrestris.Yanachaga Chimillͩn National Park,3,2,169496.64,5,1,2,13663839.27,I,9.406312988,0.055820581,9,0.06,11504.1431,3.502176894,11504,3.5,1,1
Tapirus terrestris,YAS,0.145753039,stable,stable,LA,VU,207501,MAMMALIA,Herbivore,Tapirus terrestris.Yasuni,3,2,169496.64,5,1,2,13663839.27,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,3,4
Tayassu pecari,CAX,0.540480498,stable,increasing,LA,VU,32234,MAMMALIA,Omnivore,Tayassu pecari.Caxiuanͣ,3,2,31798.71,6,2,2,13839052.97,I,23.70175611,0.106911536,24,0.11,1329.915313,0.464138634,1330,0.46,1,2
Tayassu pecari,CSN,0.123687234,stable,stable,LA,VU,32234,MAMMALIA,Omnivore,Tayassu pecari.Central Suriname Nature Reserve,5,2,31798.71,6,2,2,13839052.97,I,18.10520304,0.08154814,18,0.08,459.6538584,0.091397385,460,0.09,3,5
Tayassu pecari,COU,-1.657516021,decreasing,decreasing,LA,VU,32234,MAMMALIA,Omnivore,Tayassu pecari.Cocha Cashu - Manu National Park,3,2,31798.71,6,2,2,13839052.97,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,1,1
Tayassu pecari,MAN,1.133098465,stable,stable,LA,VU,32234,MAMMALIA,Omnivore,Tayassu pecari.Manaus,2,2,31798.71,6,2,2,13839052.97,II,20.34772221,0.062223552,20,0.06,17285.26535,2.008703657,17285,2.01,3,2
Tayassu pecari,YAS,-0.068880438,stable,stable,LA,VU,32234,MAMMALIA,Omnivore,Tayassu pecari.Yasuni,3,2,31798.71,6,2,2,13839052.97,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,3,4
Tenrec ecaudatus,RNF,0.054410232,stable,stable,AF,LC,868,MAMMALIA,Omnivore,Tenrec ecaudatus.Ranomafana,3,2,887.59,3,16.89,2,248061.27,III,49.44455469,0.352613898,49,0.35,6935.974391,7.854582763,6936,7.85,2,3
Thryonomys gregorianus,BIF,0.13571061,stable,stable,AF,LC,2707,MAMMALIA,Herbivore,Thryonomys gregorianus.Bwindi Impenetrable Forest,4,1,2707.14,NA,2.91,NA,7278562.16,III,66.63555231,0.299825806,67,0.3,3599.632613,4.707070082,3600,4.71,2,3
Thryonomys swinderianus,BIF,-0.425039756,stable,stable,AF,LC,4060,MAMMALIA,Herbivore,Thryonomys swinderianus.Bwindi Impenetrable Forest,4,1,3750.85,2,3.88,1,13000746.74,III,66.63555231,0.299825806,67,0.3,3599.632613,4.707070082,3600,4.71,2,3
Thryonomys swinderianus,NNN,0.423216073,stable,stable,AF,LC,4060,MAMMALIA,Herbivore,Thryonomys swinderianus.Nouabalͩ Ndoki,4,1,3750.85,2,3.88,1,13000746.74,I,16.24050489,0.073698374,16,0.07,276.1743544,0.120274931,276,0.12,2,1
Thryonomys swinderianus,UDZ,0.354420553,stable,increasing,AF,LC,4060,MAMMALIA,Herbivore,Thryonomys swinderianus.Udzungwa,5,1,3750.85,2,3.88,1,13000746.74,II,134.345486,1.408179054,134,1.41,21094.56073,9.92314925,21095,9.92,1,3
Tinamus guttatus,CAX,-0.76155755,stable,decreasing,LA,NT,689,AVES,Omnivore,Tinamus guttatus.Caxiuanͣ,3,NA,NA,NA,NA,NA,NA,I,23.70175611,0.106911536,24,0.11,1329.915313,0.464138634,1330,0.46,1,2
Tinamus guttatus,COU,1.547129579,increasing,increasing,LA,NT,689,AVES,Omnivore,Tinamus guttatus.Cocha Cashu - Manu National Park,3,NA,NA,NA,NA,NA,NA,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,1,1
Tinamus guttatus,YAN,1.93E-16,stable,stable,LA,NT,689,AVES,Omnivore,Tinamus guttatus.Yanachaga Chimillͩn National Park,3,NA,NA,NA,NA,NA,NA,I,9.406312988,0.055820581,9,0.06,11504.1431,3.502176894,11504,3.5,1,1
Tinamus guttatus,YAS,0.658483545,stable,increasing,LA,NT,689,AVES,Omnivore,Tinamus guttatus.Yasuni,3,NA,NA,NA,NA,NA,NA,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,3,4
